Gene	Rank
GYG1	0.307853386045696
PGK1	0.287202914633786
GPI	0.229309837044567
GAPDH	0.219282951540337
IDH2	0.162950615731218
PLCG2	0.158214644155232
ABHD17A	0.155496897760432
TPI1	0.148159650895842
SHMT1	0.143491740059706
IDH1	0.142301960082762
GFPT2	0.140820952612166
ITPK1	0.13802845498759
ECI2	0.135205054784938
ACOT4	0.12935000511766
ATP5ME	0.123196551580051
GLO1	0.12052368210753
PFKFB3	0.116250867656265
MDH2	0.114898567800253
ATP5F1D	0.114216981279072
PIP4K2A	0.112901348359365
ATP5F1E	0.112737258305185
COX17	0.11033795616624
GNPDA2	0.110057624059456
INPP5B	0.109279328641328
UAP1L1	0.107769622465274
PGM1	0.105992977622038
ISYNA1	0.105425082884323
ECHS1	0.0998711435404918
DBT	0.0992175488496881
COX6A1	0.0989771418084934
GRHPR	0.0982867744579365
G6PD	0.0972674384804112
GALK1	0.0965119674158978
MPST	0.0939319459834273
COX7A2L	0.0921238010131963
EHHADH	0.0911315706673866
OXSM	0.090318167273115
PCCB	0.089909640376591
SYNJ1	0.0876605321302822
DLST	0.0870562299951053
INPP4A	0.0867689259722467
AGL	0.0865917643092524
NDUFA3	0.0853320403868008
NDUFS6	0.0834360123582676
COX6A2	0.0824787095855746
PLCE1	0.0824783616492678
DLD	0.081186458021043
ACAT1	0.0802718831551726
CYB5R3	0.0797518215580219
MTMR4	0.0790370541203192
AACS	0.0789619099963274
TCIRG1	0.0748156979189757
INPP5D	0.0747335014258053
NDUFV1	0.0741394419232113
PPT2	0.0725504919999893
NDUFB8	0.072044343505548
BCKDHB	0.0718822631152944
GMDS	0.0718613267977126
HACD4	0.0715931433434605
IDH3B	0.0708552446305533
ATP5F1C	0.0703509403357775
ACSL3	0.0695681466622062
COX5A	0.0688819722438473
ENO1	0.0688107594730461
UQCRC2	0.0682725919192738
ATP6V1F	0.0670887211002736
IPMK	0.0660173609759882
GANC	0.0657989327603194
NDUFS3	0.0655648100454801
COX11	0.0639415324754019
PGAM1	0.0631510950527935
NDUFA1	0.0622107274201208
ACSL5	0.0614246336516733
ENPP3	0.0611631203432508
ADH5	0.0607167541311993
COX6B1	0.0599612375367656
ATP6AP1	0.0599461924004331
SUCLA2	0.0584563556295268
HMGCL	0.0581837025833255
ATP5F1B	0.0577736895035243
PLCB3	0.057130344900527
COX7A2	0.0567281124849532
NDUFB10	0.0561674034916158
GLUL	0.0558204266727864
ALDOA	0.0556342542883366
UQCRQ	0.055501031030661
DCXR	0.0553258567837634
PI4K2A	0.0549001493851522
ACSS1	0.0543200757091748
UQCRH	0.0542285627374207
ACSL4	0.0541254362339895
GYS1	0.0539204088088934
SACM1L	0.0536240309526496
B4GALT2	0.0523372180230266
NDUFA6	0.0516373257271538
HEXA	0.0505151307389404
NDUFB6	0.05021216469227
ENO2	0.0500976249616619
AKR1B1	0.0495437985570256
NDUFB7	0.0494843824211118
PIP5K1C	0.0494770716840006
PKM	0.0491681386695236
ATP5PF	0.0489062581329569
PDHB	0.0489043150746902
