Gene	Rank
PLCB1	0.189462932637884
INPP4B	0.15597338727096
THEM4	0.125458618705093
LDHB	0.125115021147034
HYI	0.122652695498025
PPA1	0.106212383197135
ENO1	0.0659497200044408
PIK3CB	0.0521763062844126
ACSL6	0.0515860380354969
PGK1	0.0449366944203893
COX17	0.0440632366789749
LDHA	0.0422082238143494
ATP6V1G1	0.0415930425617953
GLO1	0.0408573659874771
ALDH1B1	0.0401879154288587
COX4I1	0.0400453688606816
ATP6V1E2	0.0380719584329247
NDUFS5	0.0369311699747103
PLCD1	0.0355181464869515
ACAA2	0.0335992923605919
GCK	0.0335327679717696
ACOT12	0.0328445096283135
ADH6	0.0328426212711929
PLCB3	0.0327850913240114
HEXB	0.0303423371239331
ATP5MG	0.0296018439135885
PIK3CA	0.0288145753183176
RPE	0.0279449877406305
ELOVL4	0.0274059211950121
GALT	0.0269314159810944
DLST	0.0267048901929265
GBE1	0.0266273581684428
PI4K2B	0.025043847830774
OXSM	0.0250071437949417
PIP4K2A	0.0246752366140586
GCSH	0.0243804695445436
UQCR11	0.0243629298777337
CYB5R2	0.0243174295931826
OCRL	0.0237787340805763
GNPDA1	0.0233057015259176
MDH2	0.0232323159726063
HK2	0.0221550665798348
HACD4	0.021599054794989
ADPGK	0.0210947037356623
PIP5KL1	0.0210393907567624
ELOVL6	0.0204301889243891
CPT1A	0.0193392084461377
BPNT1	0.0193090727310147
SYNJ2	0.0182755304844493
ENO3	0.0176649384366163
PRPS2	0.0174860260397408
CYB5R1	0.0174673791206075
MTMR1	0.0173393817120083
KHK	0.0172011333116426
COX7C	0.0168322021643275
INPP5E	0.0167720248264914
PGLS	0.0165814444783728
ACACB	0.0165743739461214
GLUL	0.0164669024481567
PFKM	0.0149450062855857
ITPKA	0.0146051102729683
CA9	0.014604881978834
HADHA	0.0144486129609421
ATP5ME	0.0143688440698967
ALDH6A1	0.0139695929759466
SUCLA2	0.013475172196733
MTMR4	0.0127384929900312
SORD	0.01244591873471
AACS	0.0122445094032215
ATP6V0B	0.0121755953933028
ME1	0.0120694783940576
ACAT1	0.0113731860453596
ACSL1	0.0107211397133192
NDUFB11	0.0102910617718697
ATP6V1G2	0.0102803451729418
TALDO1	0.00999022359749571
INPP5A	0.00903714521940831
CYB5R3	0.00875203381888202
COX7A2	0.00854266371690224
ATP5PB	0.00783658560085852
