pathway	pval	padj	log2err	ES	NES	size	leadingEdge
Dilated cardiomyopathy	0.000578887227462666	0.0967593595148287	0.477270815362862	-0.725048511769128	-1.38171605443678	95	ACTB,ACTG1,ITGB7,TNF,ITGA4,PRKACB,TPM3,ITGB1,TPM4,ATP2A3,ITGA1,TGFB1,ITGA5,ITGB4,GNAS,SGCB,ADRB1,ADCY7,CACNA1C,ITGB3,ITGA2,TGFB3,EMD,CACNA2D2,DAG1,CACNB1,TPM2,ITGA3,TTN,LAMA2,IGF1,CACNA1F
Hypertrophic cardiomyopathy	0.00101318701062648	0.0967593595148287	0.45505986738723	-0.726517851022593	-1.3832831418603	90	ACTB,ACTG1,ITGB7,TNF,ITGA4,TPM3,ITGB1,PRKAB1,TPM4,ATP2A3,ITGA1,TGFB1,PRKAB2,ITGA5,PRKAA1,ACE,ITGB4,SGCB,CACNA1C,ITGB3,ITGA2,TGFB3,EMD,CACNA2D2,DAG1,CACNB1,TPM2,ITGA3,TTN,LAMA2,IGF1,CACNA1F
Amphetamine addiction	0.00772302253469152	0.453990820734563	0.407017918923954	-0.718033263353485	-1.33966588367866	69	FOS,CALM1,FOSB,PPP1CA,PRKACB,HDAC1,ATF6B,PPP3R1,PPP1CC,CREB3L3,CAMK2G,STX1A,CREB1,GNAS,HDAC2,DDC,PRKCG,CACNA1C,PPP3CC,CALM3,JUN,SIRT1,CALM2
Glycolysis / Gluconeogenesis	0.00950766116721597	0.453990820734563	0.380730400722792	-0.713886982511084	-1.32807458769539	66	PKM,PGM2,FBP1,ALDOA,GAPDH,ADH5,PGAM1,ALDH9A1,ENO2,GPI,LDHB,DLAT,PFKL,DLD,TPI1,PDHA1,ENO1,ALDH3A2,PFKP,PGK1,PCK2,ACSS2,BPGM,ACSS1
Arrhythmogenic right ventricular cardiomyopathy	0.0133826579520213	0.511217533767214	0.380730400722792	-0.697311430994526	-1.31132558253437	77	ACTB,ACTG1,ITGB7,ITGA4,CTNNA1,ITGB1,ATP2A3,ITGA1,ITGA5,ITGB4,LEF1,SGCB,JUP,CACNA1C,ITGB3,ITGA2,EMD,CACNA2D2,DAG1,CACNB1,CTNNB1,ITGA3,ACTN2,LAMA2,CACNA1F
Cardiac muscle contraction	0.02672147995889	0.563916374082349	0.282013350011725	-0.674375252665244	-1.27992932819991	83	COX4I1,ATP1A1,COX8A,COX6B1,COX5B,UQCR10,TPM3,TPM4,UQCRC1,ATP2A3,COX7C,ATP1B1,UQCRB,UQCRC2,COX6A1,COX6C,COX7A2,COX7B,UQCR11,UQCRH,ASPH,ATP1B2,CACNA1C,CYC1,CACNA2D2,CACNB1,COX7A2L,TPM2
Synaptic vesicle cycle	0.0299586776859504	0.563916374082349	0.266350657088526	-0.67907594442604	-1.2786194047823	78	ATP6V0A1,CLTA,AP2M1,ATP6V1G1,STX3,ATP6V1B2,STX1A,AP2B1,CPLX1,VAMP2,CLTC,ATP6V0E1,AP2S1,ATP6V1E1,ATP6V1F,AP2A1,RAB3A,CLTCL1,DNM1,ATP6V1G2,ATP6V0D1,DNM2,ATP6V1D,ATP6V1A,TCIRG1,ATP6V0E2,SLC32A1,SNAP25,CACNA1A,SLC18A2,UNC13B,SLC6A9
Bacterial invasion of epithelial cells	0.0302398331595412	0.563916374082349	0.266350657088526	-0.693274298914825	-1.29347200706245	69	ACTB,ACTG1,ACTR3,ARPC2,ARPC5,CDC42,RHOA,HCLS1,CLTA,RAC1,ACTR2,ILK,ARPC4,CTNNA1,ITGB1,PIK3CD,ELMO1,ARPC1B,CLTC,SRC,ITGA5,CBL,ARPC3,CRKL,WASF2,CLTCL1,DNM1,ARPC5L,DNM2,CTNNB1,PIK3CB,ELMO3,PIK3R3
Retinol metabolism	0.0303030303030303	0.563916374082349	0.266350657088526	-0.693395382156935	-1.29274866130533	68	ADH5,DHRS3,RETSAT,CYP2S1,RDH13,CYP3A5,DHRS4,RDH11,CYP1A1,HSD17B6
Peroxisome	0.034020618556701	0.563916374082349	0.248911114434702	-0.669601568842622	-1.26848252798018	82	SCP2,CAT,PRDX5,PEX26,ACSL6,CROT,ACSL5,PEX5,EPHX2,ACOT8,PRDX1,ABCD2,ECI2,PXMP2,MPV17,MPV17L2,PECR,PEX11B,MLYCD,PEX11G,ACSL3,PEX19,EHHADH,AGPS,PEX13,IDH2,ABCD1,SLC25A17,PHYH,PEX3,PAOX,NUDT12,DHRS4,PEX16,HMGCL,PXMP4,GNPAT,PIPOX,PEX10,HSD17B4,DECR2,IDH1,NUDT19,ACAA1,ABCD3,PEX1,PEX2,PEX12,CRAT,HACL1,SLC27A2,ACOX3
