Gene	Expression
1	B2M	200.406527896619
2	MALAT1	188.028946258501
3	RNR2	166.855534559149
4	ACTB	162.047445637535
5	EEF1A1	94.6707302797513
6	TMSB4X	91.8503879601105
7	HLA-C	84.7883589233677
8	RPL41	82.7514462943884
9	HLA-A	75.7268726661133
10	RPLP1	68.9735043819659
11	TMSB10	68.1192788471552
12	RPS27	59.1609338077058
13	RPL10	59.1129692156555
14	COX1	55.5651511575429
15	RPL28	53.0962373956683
16	GAPDH	50.5290552732392
17	COX2	46.7369792964718
18	RPS26	45.5429141548584
19	IL32	44.4924595657401
20	RPL39	43.9348628247885
21	RNR1	43.7750453768929
22	RPL13	43.6000636050396
23	RPS19	42.6466188859718
24	RPS15A	39.4488581307196
25	PFN1	39.4417732238693
26	S100A4	38.7660263688119
27	ACTG1	37.5036160207262
28	RPS12	36.9738782200414
29	HSPA1A	36.9279277001935
30	RPL32	36.9183735005642
31	RPL30	35.126476861567
32	RPS4X	34.6429353082111
33	FOS	34.6362212167654
34	RPL19	34.1335034408457
35	RPL11	33.7559147974648
36	PTMA	33.4835144142442
37	RPS3	32.503709793411
38	DUSP1	32.1961424391949
39	RPS18	30.6828032947982
40	JUN	30.3079500721663
41	RPL34	30.022324652569
42	DNAJB1	29.4457976496223
43	RPS15	29.4449319301396
44	TPT1	28.8246194512996
45	RPL18A	28.3393336062208
46	JUNB	27.8919124562524
47	RPL12	27.6169653226228
48	CD74	27.5408215903172
49	RPS8	27.4678346437797
50	RPS27A	26.550064380327
51	ND3	26.4165690958975
52	RPS24	25.6820074043591
53	RPS23	24.9093427138878
54	H3F3B	24.8595157075565
55	ATP6	24.5388517071911
56	RPL26	24.3067449002605
57	RPL8	23.8992505238784
58	FTH1	22.8971144726473
59	TNFRSF4	22.8916188734228
60	RPS3A	22.824054488582
61	RPL36	22.7097006271212
62	CD7	22.6164122807866
63	EIF1	22.4934390453164
64	RPS14	22.4746363005513
65	RPS21	22.2775985477895
66	RPL37	22.2361367232591
67	UBC	22.1552895871383
68	RPL7A	21.9212073855267
69	RPL3	21.6753114784449
70	RPL18	21.5518110476145
71	RPLP0	21.3377089058929
72	RPS13	21.2331425218515
73	RPS7	21.1729070888229
74	FAU	21.1259646709525
75	RPL35A	20.9516722537613
76	HSPA1B	20.8255921160914
77	HLA-H	20.8208414286316
78	RPL29	20.8035769612924
79	ZFP36	20.4716121506944
80	ND4L	19.8570145596408
81	RPS25	19.5895955830669
82	RPL6	19.5285162018989
83	FXYD5	19.2791068766306
84	RPL15	19.2771664451499
85	ATP8	19.1198965784671
86	MYL6	19.0714336490063
87	BTG1	18.8732691620623
88	FTL	18.4736094282306
89	CFL1	18.3269500800503
90	RPS29	18.3255005922879
91	SH3BGRL3	18.1405265940033
92	RPL14	17.65134249032
93	HSPA8	17.4424940830995
94	RPS6	17.3984992619651
95	ND4	17.143884783068
96	ATP5E	17.1002560573339
97	RPS9	17.0633515902751
98	RPL5	16.9479934207588
99	LTB	16.4972863416923
100	RPL24	16.310640898648
101	CYTB	15.9311266073466
102	RPL35	15.3808362326321
103	GNB2L1	15.3168607945847
104	COX3	14.989807150918
105	SRGN	14.9025330794199
106	SERF2	14.8548155127956
107	TSC22D3	14.8392782289618
108	RAC2	14.7240668995638
109	BATF	14.4513225196706
110	CD3E	14.4002939289208
111	TNFRSF18	14.0273522925111
112	RPS2	13.7052916749081
