pathway	pval	padj	log2err	ES	NES	size	leadingEdge
Glycolysis / Gluconeogenesis	0.0161194126841173	0.190866884879913	0.352487857583619	-0.492949271350861	-1.32425416104708	68	PFKL,GALM,PKM,ACSS2,GAPDH,ENO1,PGAM1,PCK2,ALDH3A2,PFKM,ALDOA,ADPGK,ALDH9A1,MINPP1,AKR1A1,PDHB,TPI1,HK1,DLD,ADH5,ALDOC,ENO2,DLAT,LDHB,GPI,ALDH1B1
Sulfur metabolism	0.0196762932365408	0.190866884879913	0.352487857583619	-0.756002263032178	-1.49437369546833	8	SUOX,PAPSS1,TST,ETHE1
Butanoate metabolism	0.028630032731987	0.190866884879913	0.352487857583619	-0.549927652607657	-1.36093787071704	28	ALDH5A1,ABAT,HADHA,BDH1,L2HGDH,ACAT2,HADH,ECHS1,OXCT1
Oxidative phosphorylation	0.041958041958042	0.20979020979021	0.219250346703755	-0.443987419076888	-1.22042742546473	118	NDUFC1,NDUFV2,ATP6V1A,NDUFA7,ATP6V0A1,NDUFB5,COX17,NDUFC2,NDUFA4,ATP6V1G1,NDUFB4,LHPP,COX15,ATP6V1B2,NDUFA2,PPA2,ATP6V1D,NDUFA11,NDUFA8,ATP6V1C1,COX11,NDUFB6,SDHC,NDUFS2,COX8A,CYC1,UQCRC2,PPA1,CYTB,ATP6V0E2,NDUFB1,COX7A2L,ATP6V1E1,UQCRC1,COX10,UQCR10,NDUFA10,NDUFAB1,SDHD,NDUFA5,ATP6V0E1,NDUFB7,COX3,ND1,ATP8,ND6,NDUFB3,COX5A,ATP6,COX1,COX7C,NDUFV3,ND4L,NDUFS3,COX5B,NDUFB11,ND5,ND4,COX2,NDUFS5,COX7B,NDUFS4,COX4I1,COX6A1,ATP6V1E2,NDUFA13,COX6B1,NDUFA6,SDHB,NDUFB9,UQCRB,ATP6V0D1,UQCR11,ATP6AP1
Pentose and glucuronate interconversions	0.0780933062880325	0.273870358212803	0.158514105424824	-0.495975720443228	-1.25589488435172	34	SORD,CRYL1,AKR1A1,GUSB,UGP2,XYLB
Nitrogen metabolism	0.0821611074638408	0.273870358212803	0.287805130535564	0.394846151919209	1.40830103982094	17	CA5B,GLUL,CA3,CPS1
Propanoate metabolism	0.119675456389452	0.30879345603272	0.125033367555272	-0.486662901313757	-1.22713926650148	32	ALDH6A1,ACSS2,ABAT,HADHA,MLYCD,MCEE,ACAT2,ECHS1,BCKDHB,DLD,ECHDC1,BCKDHA,HIBCH,PCCB,LDHB,DBT,MUT,SUCLA2,SUCLG2,LDHA,ACACB
Fatty acid elongation	0.151174668028601	0.30879345603272	0.109684061970549	-0.495807882860344	-1.21424355424332	26	THEM4,TECR,ELOVL5,HADHA,HADH,PPT1,HADHB,ECHS1,HSD17B12
Fatty acid degradation	0.154233870967742	0.30879345603272	0.107554375265169	-0.453495730274981	-1.17761053540346	44	ACOX3,ACADVL,HADHA,ACSL1,ACADSB,ALDH3A2,CPT2,ACSL4,ACSL3,ACAT2,HADH,ALDH9A1,HADHB,ECHS1
Ascorbate and aldarate metabolism	0.15439672801636	0.30879345603272	0.108394255853397	-0.489746159606664	-1.20302893501185	27	ALDH3A2,ALDH9A1,ALDH1B1
Glyoxylate and dicarboxylate metabolism	0.191446028513238	0.348083688205888	0.0949751525905595	-0.473201310995245	-1.17105874118652	28	HYI,SHMT2,MDH1,CS,AFMID,CAT,GLDC,MCEE,ACAT2,GLYCTK,DLD,PCCB,ACO2,GCSH,MUT,SHMT1,PGP
Pentose phosphate pathway	0.251016260162602	0.418360433604336	0.0797705918628453	-0.456243886617679	-1.13747732626156	30	PFKL,TALDO1,RBKS,PFKM,PRPS1,TKT,ALDOA,GLYCTK,PRPS2,PGD,RPIA,PGLS,DERA,ALDOC,GPI,H6PD,PGM2,PFKP
Pyruvate metabolism	0.335692618806876	0.516450182779809	0.0647943366000727	-0.422349299121747	-1.08461254996225	39	PKM,ACSS2,MDH1,PCK2,ALDH3A2,ACAT2,ALDH9A1,PDHB,GLO1,DLD,ACYP2,DLAT,LDHB,ACYP1,ALDH1B1,ME3
Fructose and mannose metabolism	0.381725888324873	0.545322697606962	0.0588438169595807	-0.425229290230858	-1.06712357687891	31	PFKL,SORD,PFKFB3,PFKM,PMM1,ALDOA,MPI,TPI1,GMDS,HK1,ALDOC,GMPPA,FPGT,PFKP,ENOSF1,KHK,GMPPB
Fatty acid biosynthesis	0.506981740064447	0.675975653419262	0.0483117581055019	-0.458869644725571	-1.00065531312449	13	ACSL1,ACSL4,ACSL3,MCAT,FASN,OLAH,ACSL6,ACSBG2,ACACB,ACACA
Amino sugar and nucleotide sugar metabolism	0.67305751765893	0.790424570912376	0.0322878452489437	-0.356851822428587	-0.931668340740511	48	GNPDA1,UXS1,RENBP,GNE,UAP1,PMM1,NANS,NAGK,MPI,UGP2,PGM3,GMDS,AMDHD2,HK1,HEXA,GNPNAT1,GPI,GALE,GMPPA,FPGT,HEXB,CMAS,PGM2
Citrate cycle (TCA cycle)	0.708333333333333	0.790424570912376	0.0301329841082956	-0.36245379958134	-0.903646034355767	30	MDH1,OGDH,PCK2,CS,PDHB,SDHC,IDH1,IDH3B,ACLY,DLD,SDHD,DLAT,ACO2,IDH3G,IDH3A,SUCLA2,SUCLG2
