statistic	p.value	sumsq	meansq	gene	method	p_adjust
1170.97736326085	3.17331247922403e-265	713.383623192489	356.691811596244	HLA-H	anova	4.76758466878619e-261
984.122651425179	4.49855959174723e-239	674.452019531526	337.226009765763	HLA-J	anova	3.37931796532052e-235
857.564643492467	1.96648651519686e-219	642.046936028857	321.023468014429	IFITM3	anova	9.84816446810586e-216
821.712691451405	1.54340777561214e-213	631.748793075745	315.874396537872	RPS26	anova	5.79703960519918e-210
733.202685078217	2.80850985460772e-198	603.784952996985	301.892476498493	RPL21	anova	8.43901041112527e-195
716.748573021734	2.53873666220633e-195	598.142186756098	299.071093378049	RNR2	anova	6.35699660216465e-192
523.276398518824	3.02378996887654e-157	518.332568513871	259.166284256935	CYTB	anova	6.48991721320016e-154
516.939917737237	6.99880269086918e-156	515.210861171616	257.605430585808	ND4	anova	1.31437514534523e-152
485.532263165363	5.4297763779971e-149	499.151921287381	249.575960643691	GNLY	anova	9.06410670033648e-146
416.807827144888	3.98180127789872e-133	460.222364102537	230.111182051269	CD8A	anova	5.98225823991504e-130
400.999302590284	2.60374851883618e-129	450.43791703542	225.21895851771	IFITM2	anova	3.55624706790862e-126
395.219412229945	6.71658426395617e-128	446.775366305889	223.387683152944	ND4L	anova	8.40916349847312e-125
376.867509947787	2.34096426298006e-123	434.83039774742	217.41519887371	ATP6	anova	2.70543439130865e-120
364.553089421424	2.95278083163811e-120	426.534557287781	213.26727864389	LOC100996809	anova	3.16875565818078e-117
343.522780045491	7.37832302384535e-115	411.814582914264	205.907291457132	CTSW	anova	7.3901283406835e-112
335.828040686798	7.51902128584371e-113	406.246135115461	203.123067557731	NKG7	anova	7.06036098740724e-110
318.176383255836	3.57050341623526e-108	393.08192859175	196.540964295875	HLA-G	anova	3.15548490150109e-105
296.162176730376	3.36147000573982e-102	375.857926611779	187.92896330589	ZFP36L2	anova	2.80570696479083e-99
288.754335630918	3.74458398363223e-100	369.848910332171	184.924455166086	LOC101929876	anova	2.9609805142153e-97
277.60918252217	4.88560881578357e-97	360.59574313372	180.29787156686	HLA-A	anova	3.67006934241662e-94
253.133380049953	4.8775849753643e-90	339.32826021047	169.664130105235	RPL21P28	anova	3.48956365094634e-87
249.785758080763	4.60142816455412e-89	336.313137760841	168.15656888042	H3F3A	anova	3.14235712473914e-86
238.084757165924	1.26979025143799e-85	325.562751592951	162.781375796475	RPL17	anova	8.29449075548013e-83
233.801928262991	2.38012968823968e-84	321.543481080332	160.771740540166	ATP8	anova	1.48996118483804e-81
231.451762360083	1.19725910256933e-83	319.318249768286	159.659124884143	FKBP5	anova	7.19504830280066e-81
226.538123109438	3.56648040461426e-82	314.620029665788	157.310014832894	EEF1A1	anova	2.06087698457402e-79
222.317566662194	6.70237408452877e-81	310.534274704341	155.26713735217	SARAF	anova	3.72949882392445e-78
217.715836172475	1.6736052963653e-79	306.025625071594	153.012812535797	RPL39	anova	8.98008784735441e-77
197.244584461238	3.54025845530471e-73	285.258897923651	142.629448961826	GZMA	anova	1.83409803560338e-70
192.916977301901	8.12070573414901e-72	280.714275927653	140.357137963826	RNR1	anova	4.06684943166183e-69
191.395128037734	2.4549133942716e-71	279.102811234943	139.551405617472	LOC101060038	anova	1.18976189792053e-68
186.764517656976	7.21650983292677e-70	274.156320073022	137.078160036511	RPL12	anova	3.38815136655912e-67
182.635559781035	1.49895223341382e-68	269.690042726832	134.845021363416	MT2A	anova	6.82432071357855e-66
175.797978148837	2.37051350490263e-66	262.175844148252	131.087922074126	ATP5E	anova	1.04748808522521e-63
164.651925954408	1.01599091387052e-62	249.601040276632	124.800520138316	RPS29	anova	4.36121356856879e-60
162.663587129479	4.58244369136999e-62	247.314123739071	123.657061869536	GZMB	anova	1.91240650053174e-59
160.006098440192	3.45532357478905e-61	244.236428056512	122.118214028256	KLRC4	anova	1.40304814561164e-58
158.237751143652	1.33121785469148e-60	242.174932867797	121.087466433899	RPS14P3	anova	5.26321501286444e-58
157.053834680065	3.29066263321669e-60	240.788657841	120.3943289205	ND1	anova	1.26766449747301e-57
156.586027234769	4.7073557298245e-60	240.239537084702	120.119768542351	LAG3	anova	1.76808281212208e-57
153.465227422359	5.16283549876367e-59	236.556516974091	118.278258487046	LAPTM5	anova	1.89186440325428e-56
148.929541380812	1.7111716745844e-57	231.141659102906	115.570829551453	ND5	anova	6.12110553308479e-55
148.403276045258	2.57263630777217e-57	230.508566131072	115.254283065536	NPM1	anova	8.98867160185329e-55
148.235071726031	2.93094602740237e-57	230.306004684072	115.153002342036	UQCRB	anova	1.00078484353848e-54
145.648426563869	2.18613881765391e-56	227.177957358247	113.588978679124	IL2RB	anova	7.29878879920718e-54
143.160484705852	1.52157911903099e-55	224.145950842642	112.072975421321	RPS12	anova	4.96960971398294e-53
140.464980759205	1.25553927128523e-54	220.834875380157	110.417437690078	GZMH	anova	4.01345149187006e-52
134.89612619971	1.01026603445723e-52	213.906803816431	106.953401908216	PNRC1	anova	3.16213268785113e-50
134.665817201058	1.21226690875732e-52	213.617710743332	106.808855371666	RGS1	anova	3.71695878309593e-50
134.425408634692	1.46643327444402e-52	213.315720373658	106.657860186829	ENTPD1	anova	4.40633870304939e-50
130.387786474147	3.62416499098099e-51	208.210039125559	104.105019562779	IFITM1	anova	1.06763636910781e-48
129.7108644956	6.21724062922158e-51	207.347759480926	103.673879740463	TMSB10	anova	1.79630429256587e-48
127.871190370596	2.70303675508397e-50	204.995114111867	102.497557055934	SRGN	anova	7.66234419026068e-48
127.095130437016	5.03092873869778e-50	203.998593927252	101.999296963626	CD2	anova	1.39971617352214e-47
127.022790315223	5.33106303227116e-50	203.905580267273	101.952790133637	KLRC3	anova	1.45625256357894e-47
122.651818458311	1.78937144389037e-48	198.24608281563	99.1230414078149	KLRC2	anova	4.80062795946587e-46
122.344176641586	2.29346822679171e-48	197.844810568538	98.9224052842692	CCNI	anova	6.04509941040678e-46
