Gene	Rank
LDHB	0.243007849752831
THEM4	0.130544407980131
INPP4B	0.0830673553541115
TKTL1	0.0795288693879155
DCXR	0.0778857127469707
GLUL	0.0704540230393189
SYNJ2	0.0644684386364176
ITPKB	0.0560580834941845
PIK3CA	0.0550713191255675
FASN	0.052702790243163
ME3	0.0516701136698669
PPT2	0.05038711698022
CA6	0.0501949190424643
ATP6V0E2	0.0498315490747346
HKDC1	0.0466171778825779
GNPNAT1	0.0446891831177643
PLCB4	0.0425646917668142
CHIT1	0.0425626135705014
HK2	0.0418505754335738
ALDH5A1	0.0334503333822043
PFKFB2	0.0328951414089426
ENOSF1	0.0323361579985869
ACSM3	0.0317691746757038
MPI	0.0308251411641987
AMY2B	0.0307239475815327
PIK3CB	0.029283275944836
MTMR4	0.02881806371618
COX4I1	0.0273343001429829
ISPD	0.0268413115754757
DHDH	0.0265662012192395
PLCD3	0.0265661722784494
ACSS2	0.0244805416938134
ALDH1B1	0.0224805903211046
PIK3C2B	0.0221023239392213
PTEN	0.0219112002627838
FBP1	0.0211554954721102
CPT1B	0.0209898821142899
ATP6V1E2	0.0195059049300683
CA4	0.0189668701744352
PGAM2	0.018966837139719
ALDH7A1	0.0189667764894596
CPS1	0.0189666644507916
ACOT1	0.0189661522160085
PIKFYVE	0.0166529715487371
PFKFB4	0.0159477535714768
MTMR1	0.0152012537269748
UQCRB	0.0125378190385283
COX10	0.0111257181374242
ATP12A	0.00919316795628178
BDH1	0.00909622188801607
ATP6V0A2	0.00900580517218644
MECR	0.00885140146489868
ACAA1	0.00870784641562476
ABHD17C	0.00743723407020741
ATP6V1G2	0.00699325415906273
TECR	0.0066978106573873
ACACA	0.00536607233839087
GANC	0.00513004589285217
PMM2	0.00432203632220647
ACSL1	0.00348781952021506
AFMID	0.00339493115069609
CA13	0.00339492907710132
NANP	0.00219711671058086
BPGM	0.00209257426153739
ALDH2	0.00169303202626838
GCK	0.00169302881560293
CYP4A11	0
CYP4A22	0
AMY2A	0
AMY1A	0
