Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Coagulation	3/138	0.0125668134955341	0.175935388937477	6.56550580431177	28.7352216081577	PLAU;C3;PROZ	1	MSigDB_Hallmark_2020
heme Metabolism	2/200	0.155085433298191	0.50576593295208	2.93107546048723	5.46287727563663	C3;KLF1	2	MSigDB_Hallmark_2020
Bile Acid Metabolism	1/112	0.325499800100616	0.50576593295208	2.58767463115289	2.90438900877181	KLF1	3	MSigDB_Hallmark_2020
DNA Repair	1/150	0.410153676944529	0.50576593295208	1.92403462698181	1.71474461982246	GSDME	4	MSigDB_Hallmark_2020
Mitotic Spindle	1/199	0.504012530453811	0.50576593295208	1.44429805299371	0.989566803702098	CDC42EP2	5	MSigDB_Hallmark_2020
IL-2/STAT5 Signaling	1/199	0.504012530453811	0.50576593295208	1.44429805299371	0.989566803702098	TGM2	5	MSigDB_Hallmark_2020
TNF-alpha Signaling via NF-kB	1/200	0.50576593295208	0.50576593295208	1.43696744592528	0.979553836334346	PLAU	7	MSigDB_Hallmark_2020
Hypoxia	1/200	0.50576593295208	0.50576593295208	1.43696744592528	0.979553836334346	TGM2	7	MSigDB_Hallmark_2020
Adipogenesis	1/200	0.50576593295208	0.50576593295208	1.43696744592528	0.979553836334346	C3	7	MSigDB_Hallmark_2020
Estrogen Response Early	1/200	0.50576593295208	0.50576593295208	1.43696744592528	0.979553836334346	TGM2	7	MSigDB_Hallmark_2020
Estrogen Response Late	1/200	0.50576593295208	0.50576593295208	1.43696744592528	0.979553836334346	ASS1	7	MSigDB_Hallmark_2020
Complement	1/200	0.50576593295208	0.50576593295208	1.43696744592528	0.979553836334346	C3	7	MSigDB_Hallmark_2020
Epithelial Mesenchymal Transition	1/200	0.50576593295208	0.50576593295208	1.43696744592528	0.979553836334346	TGM2	7	MSigDB_Hallmark_2020
KRAS Signaling Up	1/200	0.50576593295208	0.50576593295208	1.43696744592528	0.979553836334346	PLAU	7	MSigDB_Hallmark_2020
