Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
TNF-alpha Signaling via NF-kB	3/200	0.0717234573011613	0.478156382007742	3.22695267725561	8.50281838081023	EGR3;IL18;KLF4	1	MSigDB_Hallmark_2020
Estrogen Response Early	3/200	0.0717234573011613	0.478156382007742	3.22695267725561	8.50281838081023	EGR3;PODXL;KLF4	1	MSigDB_Hallmark_2020
Estrogen Response Late	3/200	0.0717234573011613	0.478156382007742	3.22695267725561	8.50281838081023	CD9;EGR3;KLF4	1	MSigDB_Hallmark_2020
Coagulation	2/138	0.14215936173544	0.55423874951643	3.09261576971214	6.03309520814408	CD9;SH2B2	4	MSigDB_Hallmark_2020
Apoptosis	2/161	0.180931131307864	0.55423874951643	2.64217850930015	4.51717092279836	EGR3;IL18	5	MSigDB_Hallmark_2020
Epithelial Mesenchymal Transition	2/200	0.249407437282394	0.55423874951643	2.11755856436708	2.94058459988609	APLP1;LOXL1	6	MSigDB_Hallmark_2020
p53 Pathway	2/200	0.249407437282394	0.55423874951643	2.11755856436708	2.94058459988609	KLF4;ITGB4	6	MSigDB_Hallmark_2020
heme Metabolism	2/200	0.249407437282394	0.55423874951643	2.11755856436708	2.94058459988609	ANK1;MBOAT2	6	MSigDB_Hallmark_2020
KRAS Signaling Dn	2/200	0.249407437282394	0.55423874951643	2.11755856436708	2.94058459988609	YPEL1;OXT	6	MSigDB_Hallmark_2020
Cholesterol Homeostasis	1/74	0.300023270794285	0.600046541588569	2.85955299206921	3.44260223001796	CD9	10	MSigDB_Hallmark_2020
IL-6/JAK/STAT3 Signaling	1/87	0.342631309548768	0.61769223842439	2.42570379436965	2.59817208419991	CD9	11	MSigDB_Hallmark_2020
Protein Secretion	1/96	0.370615343054634	0.61769223842439	2.19490304709141	2.17864005652975	OCRL	12	MSigDB_Hallmark_2020
IL-2/STAT5 Signaling	1/199	0.61798012249399	0.619832246540279	1.04763423710792	0.504225296323718	APLP1	13	MSigDB_Hallmark_2020
Myogenesis	1/200	0.619832246540279	0.619832246540279	1.04231684739487	0.49854682691053	ITGB4	14	MSigDB_Hallmark_2020
Apical Junction	1/200	0.619832246540279	0.619832246540279	1.04231684739487	0.49854682691053	ITGB4	14	MSigDB_Hallmark_2020
mTORC1 Signaling	1/200	0.619832246540279	0.619832246540279	1.04231684739487	0.49854682691053	CD9	14	MSigDB_Hallmark_2020
Inflammatory Response	1/200	0.619832246540279	0.619832246540279	1.04231684739487	0.49854682691053	IL18	14	MSigDB_Hallmark_2020
Xenobiotic Metabolism	1/200	0.619832246540279	0.619832246540279	1.04231684739487	0.49854682691053	CYP2J2	14	MSigDB_Hallmark_2020
Allograft Rejection	1/200	0.619832246540279	0.619832246540279	1.04231684739487	0.49854682691053	IL18	14	MSigDB_Hallmark_2020
KRAS Signaling Up	1/200	0.619832246540279	0.619832246540279	1.04231684739487	0.49854682691053	KLF4	14	MSigDB_Hallmark_2020
